product_id|page_id|exposures|purchases|Nhelp|Nnothelp|verified|price|valence|category_name_complete|brand_name|review_comments
18819157|407775|87|2|0|1|1|25.755|5|NonRx:beauty:skin care:masks:|Sibu Beauty|I wanted to try new product and purchased this mask with SiBu Replenishing Night Cream and SiBu eye cream - and simply love it! My skin improved in a matter of days. Lightweight and healthy, great for summer especially for oily/combination skin.
18823914|409985|86|2|5|0|0|19.615|2|NonRx:beauty:tools & accessories:mirrors:|Jerdon|I regret getting this. The light is bright but it's way too yellow! It's helpful when I'm dealing with my blackheads but useless for putting on makeup. You wouldn't be able to see the true color on your face. And it gets really hot very quickly....I should've paid more for better quality.
18829461|376863|84|6|1|0|1|7.0819548872|4|NonRx:beauty:hair care:natural hair care:natural conditioners:|Burt's Bees|I switched to this product when Burt's Bees stopped producing my other conditioner. The only drawback is it more costly since it has less ounces than my previous conditioner.
18840420|450028|160|7|11|0|0|12.47|4|NonRx:medicine & health:home health care:daily living aids:|White Egret|If you've been shopping for an anti-aging skin care product with the benefits of Alpha Lipoic Acid and Hylauronic Acid, you know they can get expensive very quickly. I find that a small amount of this modestly-priced serum goes a long, long way — enough so that I anticipate it will take me six months to a year before it comes time to repurchase. $@$@The consistency is somewhat a cross between a gel and a thin, milky lotion. As someone who patch-tested sensitive to Dimethicone (silicone), I do wish this product did not contain it but I won't knock it just because finding silicone-free products is by far the exception and not the rule these days (virtually unavoidable, unfortunately). Sensitivity or none, Dimethicone may potentially blo
18840433|412230|86|7|0|0|1|28.490116279|4|NonRx:household, food & pets:home accessories:storage solutions:|Thermos|A really good value. Small negative and it isn't really even that important. I drink tea and it starts to get warm rather than hot at the 12 hr. No biggie but it does state that the contents stay hot for 24 hrs (or cold for 24 hrs).
18851295|404296|97|17|0|0|1|8.0261325967|5|NonRx:personal care:feminine care:pantiliners:|Always|"Been using these liners forever for my ""in between"" days. Cheaper versions are a waste of money in my opinion. These have great absorption without the bulk."
18910112|415482|78|7|2|0|0|8.6979220779|5|NonRx:vitamins:supplements a-z:supplements p-z:|NOW Foods|less expensive than others but seems to be just as affective
18955196|381468|61|8|2|0|0|3.4160869565|5|NonRx:household, food & pets:home accessories:candles & diffusers:|Febreze|Simple to use; you just insert the scent packet as instructed in the directions. It smells lovely and lasts for months. There are no cons to this, at least not any that I have come across.
18955200|412980|132|4|0|1|0|2.99|5|NonRx:diet & fitness:weight loss:drinks & shakes:|Tadin|I would recommend this product for anyone who is looking for a good quality diet tea.
18969245|379071|78|4|1|0|1|9.6607142857|5|NonRx:personal care:lip balm:lip balm w/o spf:|LaLicious|Bought for vacation and it was great! Nice, light scent, easy application, kept my lips smooth and soft even in the heat of summer.
19024955|404291|69|7|1|0|1|7.1686363636|5|NonRx:personal care:feminine care:maxi pads:|Always|These are wonderful great absorbency & the fresh scent is a plus.
19034415|376865|101|3|1|0|1|7.0929936306|5|NonRx:beauty:hair care:natural hair care:natural conditioners:|Burt's Bees|Love it...doesn't make my hair greasy or weigh it down. Just wish it smelled as nice as the shampoo...it's rather unscented
19083006|409071|128|12|6|0|1|7.7804081633|5|NonRx:beauty:makeup & accessories:lips:lipstain:|Revlon ColorBurst|FINALLY! I found a lipstain I like. Texture is similar to a balm and moisturizing,  and the color lasts for hours.This is also a beautiful color. You can apply a little for sheer color or build some intensity with a second coat.
19115592|413765|88|5|1|0|1|5.8066666667|5|NonRx:beauty:skin care:masks:|Formula 10.0.6|I absolutely love this mask! I'm glad I took a chance and got it. It's the first mask I've ever used that didn't tighten on my face, I could still comfortably talk when it was dry. I have extremely oily skin, and for a day or two after I used it my skin was noticeably less oily. Definitely try this mask, it's worth it! Especially for the price!
19117151|413099|87|17|0|0|1|8.716803653|4|NonRx:personal care:shaving & hair removal:shaving:disposable shavers:|Gillette Daisy|I prefer disposable razors for hygienic reasons and have been disappointed by the electric ones and other manual razors.$@I have used Gillette's Daisy razors for years---(1 per shave in the shower--arm-pits and legs). $@I don't get nicks or cuts but get a good, close shave. I generally shave 1-3 x's a week. I do 3 x week  if I use leg make-up to have a nice, smooth surface.$@I usually use soap or a shave cream. If I miss a spot just water.$@These razor's are no frills aside from the moisture strip on them but suit my needs just fine! GILLETTE PLEASE DON'T CHANGE A THING ABOUT THIS PRODUCT!
19124680|371582|67|5|1|0|1|14.507647059|5|NonRx:beauty:skin care:toners:|Mineral Fusion|After trying another toner, I'm back to Mineral Fusion.  I liked it the first time I used it, but thought it would be good to try another product, in case it was better.  Nope.  Mineral Fusion has a lighter mist and smells wonderful, like essential oils.  $@$@I use it before my liquid make-up or lotion (if I'm not using make-up that day), and sometime after I'm done with my powder, to erase any dry-looking spots or just to refresh during the day.  It would be awesome if I could find a cologne that copies the fragrance.
19137502|393082|64|7|9|0|0|6.7876229508|5|NonRx:household, food & pets:laundry & cleaning supplies:air fresheners & sanitiz|Lysol|"THE PRODUCT IS A DISINFECTANT, BUT IT HAS SUCH A PLEASANT SCENT IT COULD ALSO BE USED AS AN AIR-FRESHENER. I AM AMAZED AT THE ""NO CHOKE"" FACTOR$@ONE SEEMS TO GET WITH OTHER LYSOL DISINFECTANT SPRAYS. I DONT KNOW WHAT THE NOTES ARE, BUT IT IS$@SUPERB! THE ONLY THING I COULD SAY IF YOU WANT TO$@CALL IT A NEGATIVE WOULD BE, THE SCENT DOESN'T SEEM AS CONCENTRATED AS MOST LYSOL DISINFECTANT SPRAYS. I AM ASSUMING IT'S BECAUSE ITS MAIN USE IS""FOR THE BABY'S ROOM"". YOU WOULDN'T WANT SOMETHING TO OVERPOWERING FOR YOUR LITTLE ONE."
19137514|412240|156|15|2|0|0|33.5134375|5|NonRx:personal care:massage & relaxation:back & body massagers:|Wahl|I have problems with my neck, for almost a year I have been struggling with stiffness and pain, and muscle relaxers and pain meds didn't help much. I use this in the morning to loosen my neck up and at night to relieve pain. I rub some oil on my neck, use the heat attachment for a few minutes, then use the deep tissue attachment. It's like magic!
19137520|412584|413|10|4|0|1|49.73522293|5|NonRx:personal care:foot care:heel & arch supports:|Dr. Scholl's Custom Orthotic|My expensive  prescription orthotics were wearing out yet again, and I wasn't sure how effective they now were.  So, I found a Dr. Scholl's kiosk, went through the quick testing procedure, and received my new prescription.$@Knowing that Drugstore.com would probably have a better price, I ordered via e-mail and saved some money.
19137522|412586|70|2|2|0|1|49.99|5|NonRx:personal care:foot care:heel & arch supports:|Dr. Scholl's Custom Orthotic|These orthotics have helped my plantar's fascitis greatly.  My feet don't hurt wearing these.
19137524|412588|69|3|1|1|1|49.49|5|NonRx:personal care:foot care:heel & arch supports:|Dr. Scholl's Custom Orthotic|These orthotics have helped relieve foot, leg and back pain, from being on feet all day at work.
19174460|362050|104|11|0|0|0|8.7547727273|5|NonRx:beauty:hair care:shampoos:dandruff:|Mill Creek Botanicals|This is the best dandruff shampoo I've found, after trying probably twenty of them.  I have a bigger problem with itchy scalp than with flakes, but it treated both.  Often a shampoo will work for a while then quit.  I've only used one bottle so far, but it's a big bottle.  Considering I've paid three times as much hoping for better results, it's a steal.
19201401|392566|69|5|1|0|1|19.351555556|4|NonRx:beauty:skin care:moisturizers:firming treatments:|Physicians Formula Skin Conc|My skin is dry and deeply wrinkled do to neglect and a long-time illness.  With this product I have noticed a slight improvement in the depth of the wrinkles and the dryness.  Since this is my 1st bottle, I will order again to give the product adequate time to work before making a final decision.
19212711|344256|71|11|1|0|1|10.5145|5|NonRx:vitamins:multivitamins:children's multivitamins:|Rainbow Light|These are the best vitamins in the world, especially if you have issues with acne and need probiotics. Forget the teen, these work wonders for adult acne, and this company is missing the boat by not putting the same vitamins in a packaging aimed at adults. These have been more effective for me over a three year period for both tummy and skin than any other rx or otc product. I love them, and so do my teens. They taste herbally, and green but who tastes their vitamins anyhow?
19253838|403174|95|3|1|0|1|76.328571429|5|NonRx:beauty:skin care:dermatologist skin care:anti-aging:serums:|iS Clinical|This is a great product! I struggle with acne/acne scars and sun discoloration. Within the first week of using this product once daily after my nightly cleanse, I have noticed a difference in the smoothness and texture of my skin. The scars and discoloration are fading and my skin appears more radiant. It has a slight tingling sensation when first applied but it was not bothersome to me. Also, it is pricier than other products... but if you've tried the rest it might be worth a try. I do not regret this purchase and will look into other IS Clinical products.
19280615|414273|97|14|3|0|0|5.9938541667|3|NonRx:personal care:oral care:mouthwash:|Crest Pro-Health|I started using this less than a week ago and my teeth have never felt cleaner, however, it claims there's no alcohol burn. There is some kind of burn that burned off my taste buds. I changed to only using once a day instead of twice and it's helping.
19280619|413116|91|13|0|0|1|3.2032352941|5|NonRx:personal care:feminine care:feminine cleansing:|Always|I use these everyday to help me feel cleaner. They keep me feeling fresh, and they don't irritate my skin.
19280630|451102|130|10|0|0|1|16.948925281|5|NonRx:baby & mom:bath time & skin care:shampoo & body wash:|Burt's Bees|Everything you need when you bring that baby home. Products are great and last a very long time. Great gift for baby shower!
19299633|414455|93|0|2|0|0|7.99|5|NonRx:medicine & health:pain & fever relief:urinary pain relief:|Uristat|I used this product for years.  Glad it is back on the market.  Looked all over for it.$@$@Thank heaven for the Drugstore.  They are the greatest!!!  I always check with them before I go anywhere else.
19321349|415494|70|15|2|0|1|25.145641026|5|NonRx:vitamins:herbs:milk thistle:|NOW Foods|I have been taking this brand of milk thistle for years for a liver condition, and I believe it's the best one out there for the money. (I tried several kinds before this one, but have stuck with NOW.)
19332449|451490|111|1|0|0|0|6.99|1|NonRx:household, food & pets:outdoor & garden:insect & pest control:aerosol & spr|Contech|I had high hopes for this product as we have so many wasps that like to make nests on our deck.  I bought 2 Waspinators, placing them 40 feet apart around the pool and deck.  Wasps ignored the fake nest and kept makng more and more nests.  DO NOT waste your money-they absolutely do not work!
19351023|403987|94|8|0|0|1|12.724782609|5|NonRx:beauty:makeup & accessories:eyes:brows:|Godefroy|This is the best hair color product to use on eyebrows. It's easy to use, colors quickly, and is long-lasting.
19360592|403234|131|15|0|0|0|4.1597551929|2|NonRx:baby & mom:feeding & nursing:dishes & utensils:|Munchkin|I prefer the Dr. Browns brush over this one. The nipple brush always comes detached and it tips over very easily, I just prop it up in a little cup now. I prefer a bottle brush with a suction cup.
19372150|305238|336|5|4|4|1|21.3025|5|NonRx:diet & fitness:weight loss:weight loss supplements:|Xenadrine|I have used this product for a couple of years and have found it very helpful in managing my weight.
19393535|383702|190|25|1|1|0|11.895515152|5|NonRx:medicine & health:condoms, fertility & pregnancy tests:pregnancy tests:|Clearblue|I have tried other tests in the past that have given false positives and this test is the best I've used to date! I received accurate results within 3 minutes and it's great that they come in a two pack in case you are actively trying to get pregnant and don't want to run to the drugstores around town where prices are twice of what drugstore.com charges. If you're looking for a pregancy test this is the one to choose!
19416662|415467|81|6|7|1|1|34.700833333|5|NonRx:vitamins:by condition:antioxidants:antioxidant formulas:|ResVitale|Lost 3 pounds after taking for 2 weeks and did not change anything else I was doing. Actually, I ate out a few more times and missed a few days of exercise and I still lost 3 pounds...YAY.
19448575|400397|232|7|7|1|0|12.910945946|5|NonRx:medicine & health:first aid:antibiotics & antiseptics:antiseptics:|Walgreens|Gentle to skin, always great to have on-hand, great antiseptic skin cleanser, washes off easily. A million and one uses!$@$@Cleared up a hot spot on my dog the vet hadn't been able to cure in four months of veterinary treatment.
19467223|400301|80|4|0|0|1|20.433093923|5|NonRx:medicine & health:allergy & sinus:allergy & sinus medicine:|Walgreens|Works as well as the higher price name brand without the cost.  I use it on a daily basis to keep allergies under control and have had great success for many months.
19476019|358904|116|1|2|0|0|5.925|5|NonRx:beauty:makeup & accessories:face:highlighter/shimmer:|e.l.f.|I bought this powder just to give it a try to put on my arms and legs during the summer to help my tan glow.  It's sparkly, so I like to wear it best if I just want to have some fun or if I am going out at night.  I recomend layering it on top of a body lotion and then gently rubbing it in so that it stays on your skin.  FUN!
19519861|394740|97|12|1|0|1|4.8715254237|4|NonRx:household, food & pets:outdoor & garden:insect & pest control:aerosol & spr|Bug Band|Geraniol is more effective than citronella at repelling insects. $@$@My garden apartment became infested with fleas this spring and fall.  While I did my best to kill them off with diatomaceous earth, I made myself less tasty with a variety of (non-toxic) anti-bug bite products.  I used waxy roll-ons, sticky sprays.  This one was the best.  It lasts only 3-4 hours before you have to apply again -- but this is true of all scent repellents. $@$@Shake it up! Even between sprays.$@$@Be sure to use in open air or near open window with fan on, because it's not nice to inhale (won't hurt you -- just unpleasant) and the scent lingers.
19533120|381773|125|6|9|0|0|16.524545455|4|NonRx:vitamins:herbs:cinnamon:|CinSulin|I've been coping with type-2 diabetes for about 5 years and until recently I have had a reasonably good fasting glucose reading in the morning.   For the past 6 months or so, my fasting reading in the morning has suddenly jumped from the 110's to the 140's - 150's.  About 4 months ago, my doctor put me on Metformin and it didn't lower my morning glucose reading.   I read about CinSulin and decided to give it a try.   I've been taking it for about a week, and my morning reading has dropped every day since I started with CinSulin.   This morning, my fasting glucose reading was 117.   I seem to be getting better results with CinSulin than with twice a day Metformin prescription.
19536978|270693|65|7|1|0|1|10.7636|5|NonRx:baby & mom:bath time & skin care:oils & powders:|Little Twig|this is a great product to moisturize hair and skin and it smells  delightful .
19542948|331097|61|2|0|0|1|2.7687387387|3|NonRx:personal care:soaps & bodywash:bodywash:|Suave Naturals|It is a bodywash. Easy to use and lathers fine, but smell is kind of yuck, otherwise it is an ok product.
19573388|399315|62|3|1|0|0|14.769230769|4|NonRx:beauty:hair care:brushes & accessories:brushes:|CHI|Love this brush!  Does a wonderful job styling my fine, thin hair.  The only negative is the part between the handle and the barrel - my hair sometimes gets caught on it.
19581222|373077|105|2|0|0|0|15.36|3|NonRx:beauty:hair care:conditioners:leave in:|Klorane|The spray mechanism is not so great but the product is good. It has a good texture and it works for oily hair just fine. It's refreshing and I enjoy using it.
19594735|345751|77|7|1|0|0|13.638888889|5|NonRx:vitamins:multivitamins:|GNC Women's|Being pregnant, one of the important things your body needs is Iron.  Well... i'm allergic to most iron supplements, I break out in a rash and hives.  I bought several prenatal supplements with iron in them and tried them to see which one would have the least reaction.  To my surprise, this prenatal did not give me any reaction whatsoever!!! I love this products, as it's also very gentle on the stomach.  I've been using it for 8 months now and will continue to use it until after my pregnancy.
19607555|395221|268|1|1|0|0|29.884|2|NonRx:beauty:hair care:hair regrowth:all regrowth treatments:|B'IOTA Botanicals|I used Biota shampoo and herbal serum for over 6 mos. and have to report that for me, it does not work.  I used a conditioner on the ends of my hair only as I have fine, thin blond hair which tangles easily, and recently bought The Wet Brush so I could easily brush my hair without pulling any out.  The brush works great.
19697544|413818|167|11|7|0|0|0.9691666667|4|NonRx:beauty:makeup & accessories:eyes:eyeliners:|Jordana|I use to buy this liner from another website so happy to see Jordana here. The liner is really good value and long lasting. Hope to see more shades and more of Jordana. Amazing brand.
19730906|371455|105|2|4|0|0|16.179189189|1|NonRx:baby & mom:formula & baby food:formula:|Enfamil|I ordered this powder on July 3. But after I received it, I found the use by date is Feb.1. It is already out of date for nearly half a year!!!!!!!!
19734272|408471|63|2|1|0|1|25.585|5|NonRx:diet & fitness:sports nutrition:amino acids:other amino acids:|Image Sports|Although it is a bit pricey, it is worth it.  I use it during kickboxing workouts, it really helps keep me going strong.
19738451|394939|61|4|0|0|0|12.5355|3|NonRx:vitamins:multivitamins:|Sundown Naturals|These seem to be effective, but were way to big for me to swallow.  I had to cut them in half.  Probably would have continued using had they came in a smaller size.  They are bigger than a 500mg tylenol!
19763454|448563|121|4|0|0|1|16.207105263|3|NonRx:household, food & pets:kitchen:serveware:|Thermos|First off, the picture is not the same as the item that we recieved.  While it is still CARS, it has both Lightning and Franchesco on it.  Second, the flip up top has come off several times.  We have had 2 other funtainers and have never had this issue, but this is clearly a new design, with a handle now built into the lid.  Still like it, but have yet to see if it will last as long as the others.
19769634|403609|68|6|0|0|1|13.964856631|1|NonRx:vitamins:supplements a-z:lutein:|GNC Natural Brand|20mg of Lutein is recommended by eye surgeons for older people.$@I use another Drugstore.com product and it is working well according to my doctors images of my inner eye.$@This particular product is huge - beyond my gag reflex to take.$@Talk about SERVICE - 12 hours after I complained about the product - a POSTPAID return shipping label was IN MY HANDS.  That is real service!!!!!!
19787075|385753|125|14|0|1|0|18.333695652|5|NonRx:vitamins:natural vitamins:condition specific:skin, hair & nails:|NeoCell|This is delicious. I'm glad to have neocell collagen type I & III powder. Like to combined the two in a smoothie with black & blue berries, strawberries and orange juice. Delighted! Highly recommend.
19791745|408085|91|2|1|0|1|29.712|5|NonRx:vitamins:by condition:hair, skin & nails:|Cellfood|"I am 68 years old and have always been complimented on my eyes, especially my eyelashes, which many thought to be false..I used 90% MY lashes and 10% mascara to highlight even more...well, as the years crept up on me, my lashes became more sparse and was always looking for mascaras to ""fill in the gaps""...turned into a 50/50 kind of deal...I have been on Cellfood for about 2 weeks and am AMAZED that my eyelashes are coming back!!!  I am sooooo pleased..am down to a 75/25 stage now..another thing I have noticed is that the horrible vertical ridges on my nails are smoothing out and I predict within a few months of use will be gone because the bases of the nails are smooth to the touch. will definitely continue to use this product."
19796244|396524|65|5|0|0|1|8.076796875|5|NonRx:beauty:hair care:shampoos:permed & color treated:|Herbal Essences|Shampoo is great.  The large size pump bottle is so much easier for my arthritic hands.
19797699|388830|129|7|0|8|0|9.5806|1|NonRx:personal care:antiperspirants & deodorants:for men:soft solids & sticks:|Dove Men+Care|"Ordered this for a boyfriend who requires a product that is both an antiperspirant and deodorant.  This product is listed as ""antiperspirant/deodorant"".  It is not.  It is antiperspirant ONLY.  If I would have zoomed in on the label in the picture before ordering, I would not have wasted my money."
19823912|376356|71|9|0|0|1|36.180606061|4|NonRx:vitamins:bone & joint:other bone & joint care supplements:|New Chapter|Have been a fan of New Chapter for many years. Although I recently found out that it was bought out by a big huge conglomerate so I was skeptical about whether they would continue having the same integrity in their products. This product is great and you have to remember to take 2 tablets at lunch and four in the middle of dinner. That's the only drawback.
19825534|409986|133|11|0|0|1|9.9233333333|3|NonRx:beauty:tools & accessories:mirrors:|Jerdon|Nice, fairly compact, sturdy-seeming travel mirror with strong magnification. As the picture shows it stands up on a flat surface, so your hands are free. It also folds, but when folded, it's not very flat, and the metal stems press right up against the mirror glass, so I'm afraid it might break when jostled around in my luggage. Maybe I'll put it in a thick sock?? Was hoping for a flatter, more compact silhouette when folded.
19825538|445603|105|0|0|0|1|8.8407692308|4|NonRx:beauty:skin care:cleansers:acne:|Yes to Tomatoes|Used near daily and has done a good job of treating acne on teenagers skin.  Besides the smell which is not terrible but smells kind of like salad it is a great product.
19829770|406196|66|4|0|0|1|2.1449646393|5|NonRx:beauty:makeup & accessories:lips:lipstick:|Wet n Wild MegaLast|easy
19902792|306063|118|1|3|1|1|11.256666667|4|NonRx:beauty:manicure & pedicure:manicure & pedicure kits:|Nailene|The Nailene Ultra Quick Gel Kit is your answer to beautiful gel nails on a budget. However, you'll need to know what you're doing in order to achieve salon-quality results. $@$@This kit is best suited to those who have prior experience applying acrylic nail tips. I've been doing my own acrylics for many years. The application process for the gel kit is nearly identical to the acrylic process, so it was very easy for me to use. I don't recommend it for newbies - hence the 4 star rating.$@$@I was able to get 10 days of near-perfect wear with this gel kit. Very impressive! Thanks Nailene :)
19930828|457846|229|12|5|0|0|23.177368421|5|NonRx:beauty:skin care:moisturizers:firming treatments:|Andalou Naturals|The texture of the cream is amazing. It melts right into my skin. It's very moisturizing yet not sticky at all. I have combination skin which is very hard to please. It magically balances out my dry and oily spots. I haven't used it long enough to know if it lifts my face or not, but as a moisturizer, I think I'll be a loyal user from now on. It also smells fabulous!
19943720|239988|184|0|0|0|1|3.8869230769|5|NonRx:beauty:hair care:hair color:permanent hair color:all permanent hair color:|Revlon Colorsilk|I have short graying hair that has been dyed burgundy for 25 years, before I had gray hair!  I purchased this hair color because it was affordable and the color looked like it was right for me.  I can't leave it on the full 25 minutes or my hair is black but 18 minutes works great and it lasts well until my next haircut.  I cut my hair once a month and dye it each time so have never tested how long it lasts.  I have gotten many compliments on this color in my hair and I truly like it a lot!
19965028|410640|80|7|0|3|1|6.8086746988|5|NonRx:vitamins:vitamins a-k:vitamin b:folic acid:|Jarrow Formulas|Not a common product
19969269|284380|125|8|2|2|1|9.7731325301|5|NonRx:vitamins:herbs:other herbs:|Herb Pharm|For skin problems like dry skin and rashes. Can be used anywhere.
20023989|391410|93|2|0|0|1|11.785833333|5|NonRx:beauty:hair care:hair color:permanent hair color:all permanent hair color:|John Frieda|I have shoulder length hair and the foam is awesome, there is always product left over.  I have used Clairol 10 minute haircolor, but there is never enough, I have to add about 1-2 ounces  shampoo so I have enought to cover my hair.  With the John Freida product, it goes on with ease and I never have to worry about missing gray hairs.  Also, you carry the Light Ash Brown, not to many companies carry the Light Ash Brown and my hair really picks up the red tones unless it is a ash color.  The Light Ash brown is awesome, goes on awesome and so purchased 3 at a time so I won't run out!  Thank you for making such an awesome color, and PLEASE don't discontinue the color (which is usually what happens)
20028233|413966|88|1|3|0|0|3.8053846154|4|NonRx:beauty:hair care:brushes & accessories:accessories:|Hype Hair|i've been looking for a hair donut because i've seen all the pretty high and full buns girls have and love the look. i'm a fan of the more messy buns, but still would like some structure so it's not totally disheveled. i have a lot of hair, but this hair donut holds all of it up and i don't need any pinning!! the texture is like a rough sponge, so it kind of clings to your hair without pulling it. i tried making my own donut with a sock, but this rough texture just works so much better. i am asian and have dark brown/black hair, so this black color was perfect for me. i don't know how well this would hold for those with smooth and silky hair though, mine is more coarse. the only complaint i have with this product is the quality. it's ba
20094797|372589|288|0|2|0|1|8.1309836066|5|NonRx:medicine & health:cough, cold & flu:adult cold medicine:|Vicks Dayquil|I usually try not to use cold medicine if I don't need to -- but when I am feeling miserable and need to get things done (especially with 2 little ones), Dayquil gets me through the day. It not only relieves my cold symptoms (congestion, fever, sore throat, runny nose) but it also helps keep me alert. Highly recommend for those days when you are sick but can't afford to be.
20104554|343563|265|8|3|2|0|24.08047619|3|NonRx:diet & fitness:weight loss:weight loss supplements:|SlimQuick|"This is only my first day on SlimQuick Pure & I took it in the morning after I had my ""NurtiSystem Milk Chocolate Shake (one of the healthier diet shakes!)."" Both are suppose to curb appetite which has been effective. However, I am sensitive to caffeine & one pill gave me anxiety! I also had a V8 Energy drink this morning after I woke up. I won't be drinking those anymore when taking SlimQuick. The recommended dose of SlimQuick is 3 in the morning with a meal & 3 in the afternoon. It says NOT to take 3 if you are sensitive to caffeine - to work your way up. So I only took one & it still affected me! Just to give you an idea of my sensitivity to caffeine ...one cup of coffee negatively impacts me. I can drink one cup of DECAF coffee & be"
20120712|436530|81|1|6|5|0|29.99|1|NonRx:household, food & pets:as seen on tv:wellness:|Sobakawa|I didn't buy the Sobakawa Pillow from drugstore.com.  I bought it back in the 1990s when it was first advertised on TV.  It turned out to create a plague of almost Biblical proportions.  Nothing like this had ever happened to me before and hasn't since.  I liked it at first; I used it to support my torso in the front, not under my head.  It's true the buckwheat stuffing does mold to your shape.  However, very soon I got small red itchy bites on the front of my torso, even though I always sleep with some sort of clothing on.  I never saw any insects or mites; whatever they were, they must have been extremely small.  They must have been attracted to the buckwheat as food and were already in there when the pillow was shipped.  I used the p
20153221|383622|74|4|0|1|0|52.524065934|4|NonRx:baby & mom:feeding & nursing:food prep & storage:|Avent|This sanitizer is very easy to use.  You pour in water, put in the stuff to be sanitized, and push the button.  In a couple of minutes, you can remove the steamy and sanitized items.  I keep it on the counter next to my sink, and just place washed items in it until I have enough to run it.$@$@This leads me to one of two critiques.  First, this thing takes a ton of counter space.  The footprint is almost as large as my KitchenAid mixer.  There are multiple bins you can add as well, and if you use all at once, it is also ridiculously tall.  Additionally, because the base is detached from the bins to allow you to select the size you need, it is awkward to move around.  It makes it unwieldy to try to take this in and out of a cupboard every
20157736|368828|67|0|1|0|0|17.27|2|NonRx:medicine & health:home health care:thermometers:|Walgreens|I bought this item to use on my children who are 1 1/2 and 4.  I could not get an accurate reading.  I tried it on myself, and both my children and got low temperature readings on all of us even though my daughter had a fever.  I returned it the next day.  Maybe it was user error or maybe it only works on very young babies with thinner skin and more blood flow.  But I tried it several times all over the temple on all of us and could not get an accurate temperature result.
20171648|13276|103|13|2|0|1|5.8953488372|5|NonRx:medicine & health:first aid:antibiotics & antiseptics:antibiotics:|Neosporin|My dermatologist recommends keeping a first aid tube of this in the refrigerator for kitchen burns. Cools, moistens, minor paid relief, disinfects skin (just in case).$@$@I keep both the cream and the ointment + pain relief in my medicine cabinet, and use them interchangeably.$@$@However, when I have had a chemical peel, I use the ointment to help keep the skin softer and pliable while it is healing. It keeps the itching at bay, and prevents absentminded scratching.
20194459|403243|117|10|0|0|0|7.0821186441|4|NonRx:baby & mom:feeding & nursing:sippy cups:|Munchkin|I love these cups!  However, I bought them for my son, and I got one green and yellow cup, which is fine, but the other cup is pink and purple.  It would look funny if I were to give him a pink and purple cup in public! So we use that cup at home only, but I sure wish they allowed us to choose boy versus girl colors!  That is my only real complaint.
20198404|414456|172|3|3|0|0|5.99|5|NonRx:medicine & health:pain & fever relief:urinary pain relief:|Uristat|This product was amazing.  I tested positive for UTI within 2 minutes and was on the phone to my doctor in 5 minutes.  Had a prescription for antibiotics phoned into my pharmacy within the hour.  The Relief Tablets provided worked VERY well and the pain was gone within minutes.  The nice thing about this product is that they give you 2 days worth of Relief tablets so you have enough time to get to the doctor if they require a visit.  I was lucky that my doctor and I have a good relationship so they took my word and phoned it in...making my day sooo much easier.
20208059|413128|141|15|1|0|1|2.864453125|5|NonRx:personal care:oral care:floss & flossers:|Plackers|Makes flossing so easy and fast
20219570|413695|186|17|2|1|1|3.2986486486|5|NonRx:beauty:hair care:styling tools:|Conair|With 4 girls, and myself, all looking for quick and simple hairstyles as active athletes, this little bun maker does the trick with minimal effort. It can go from the sports arena to work to a night out and that versatility is what makes this a very good investment for just a few bucks!
20219585|412465|115|11|0|0|0|9.7497402597|5|NonRx:household, food & pets:home accessories:travel:|Thermos|My ThermoCafe Briefcase Bottle has worked perfectly despite the fact that it was dropped more than ten years ago and has stood at an angle ever since.  I'm finally replacing it, and I'm elated to find the exact model here at Drugstore.com.  Lucky me, the exact thermos that I want is the most inexpensive model!
20239373|412447|165|16|0|0|1|1.9766304348|2|NonRx:household, food & pets:laundry & cleaning supplies:bathroom:tub & toilet:|Vanish|This only lasted one week, and I wont use it again. The smell was so strong it gave me a headache the first night, as my bathroom is right off the bedroom
20239375|412464|61|6|0|0|1|8.825|5|NonRx:household, food & pets:home accessories:travel:|Thermos|I like coffee in the car and this works well. I also use it at my home desk where cats knock cups off. Less spillage with this.
20252400|413135|94|4|1|0|1|9.3483333333|5|NonRx:personal care:soaps & bodywash:natural soaps & bodywash:bath & shower gel:|SheaMoisture|Smells so good! I love knowing that I'm using an organic body wash that smells and feels like an expensive spa quality product.
20265418|402084|84|5|1|0|0|15.655294118|4|NonRx:beauty:hair care:flat irons:all flat irons:|Conair|Heats and cools very fast! It leaves your hair soft. The grip area dose not get hot. It dose not make your hair smell like it's burnt. It's a good size. I highly recommend it! Very satisfied! :)
20292434|394572|369|25|3|1|1|16.257643979|5|NonRx:personal care:feminine care:yeast infection:|Monistat 1|Every woman hates to have vaginal infection but it happens and I want it fixed quickly, and I found that product does the job.  Thank Goodness!
20326275|405988|230|6|2|1|1|2.1653500522|4|NonRx:beauty:makeup & accessories:lips:lipstick:|Wet n Wild MegaLast|This lipstick is stunning. I always get complimented on it. I do mix this lipstick with other products because it can be quite drying on the lips, but overall it is a great deal. True to color. Comes on like a purplish,maroon, wine color. Great for fall and works with a variety of skin tones from pale to brown.
20331647|413166|74|5|0|0|0|5.0811440678|5|NonRx:personal care:soaps & bodywash:bodywash:|Dove Men+Care|I have been using this product for a while now. It is a great product that I would recommend to anyone.
